hour,minute,second,Irms,Vrms,Prms
2,7,53,011,27.05,"
"
2,7,53,0.26,81.76,21.17
2,7,53,,79.68,23.19
2,7,53,0.05,82.16,3.93
2,7,53,0.25,80.95,20.04
2,7,53,0.34,80.61,27.07
2,7,53,0.34,80.04,26.88
2,7,53,0.33,81.11,27.05
2,7,53,0.26,81.76,21.17
2,7,53,,79.68,23.19
2,7,53,0.05,82.16,3.93
2,7,53,0.25,80.95,20.04
2,7,53,0.34,80.61,27.07
2,7,53,0.34,80.04,26.88
2,7,53,0.33,81.11,27.05
,,,,,
